,date,newspaper,circulation
0,08.01.2018,HÜRRİYET,319.27299999999997
1,08.01.2018,SABAH,304.895
2,08.01.2018,SÖZCÜ,266.153
3,08.01.2018,POSTA,246.018
4,08.01.2018,HABERTÜRK,205.655
5,08.01.2018,TÜRKİYE,135.388
6,08.01.2018,MİLLİYET,129.872
7,08.01.2018,P.FOTOMAÇ,123.57600000000001
8,08.01.2018,TAKVİM,120.439
9,08.01.2018,YENİ ŞAFAK,111.32600000000001
10,08.01.2018,GÜNEŞ,109.24799999999999
11,08.01.2018,AKŞAM,104.43
12,08.01.2018,STAR,102.611
13,08.01.2018,VATAN,102.25299999999999
14,08.01.2018,FANATİK,94.53
15,08.01.2018,KORKUSUZ,58.286
16,08.01.2018,YENİ AKİT,53.423
17,08.01.2018,KARAR,52.861999999999995
18,08.01.2018,AYDINLIK,50.493
19,08.01.2018,YENİ ASIR,50.06
20,08.01.2018,CUMHURİYET,34.704
21,08.01.2018,DOĞRU HABER,30.381999999999998
22,15.01.2018,HÜRRİYET,315.99
23,15.01.2018,SABAH,305.893
24,15.01.2018,SÖZCÜ,266.20099999999996
25,15.01.2018,POSTA,245.862
26,15.01.2018,HABERTÜRK,205.745
27,15.01.2018,TÜRKİYE,135.555
28,15.01.2018,MİLLİYET,131.469
29,15.01.2018,P.FOTOMAÇ,126.493
30,15.01.2018,TAKVİM,119.935
31,15.01.2018,YENİ ŞAFAK,111.29799999999999
32,15.01.2018,GÜNEŞ,106.17399999999999
33,15.01.2018,AKŞAM,103.36
34,15.01.2018,VATAN,102.514
35,15.01.2018,STAR,102.289
36,15.01.2018,FANATİK,95.50399999999999
37,15.01.2018,KORKUSUZ,55.145
38,15.01.2018,YENİ AKİT,53.503
39,15.01.2018,KARAR,52.632
40,15.01.2018,AYDINLIK,50.655
41,15.01.2018,YENİ ASIR,49.994
42,15.01.2018,CUMHURİYET,34.555
43,15.01.2018,DOĞRU HABER,30.467
44,22.01.2018,HÜRRİYET,315.269
45,22.01.2018,SABAH,305.922
46,22.01.2018,SÖZCÜ,259.715
47,22.01.2018,POSTA,241.52900000000002
48,22.01.2018,HABERTÜRK,205.727
49,22.01.2018,TÜRKİYE,135.936
50,22.01.2018,P.FOTOMAÇ,130.92700000000002
51,22.01.2018,MİLLİYET,130.566
52,22.01.2018,TAKVİM,120.009
53,22.01.2018,YENİ ŞAFAK,111.32
54,22.01.2018,GÜNEŞ,105.391
55,22.01.2018,AKŞAM,104.96799999999999
56,22.01.2018,STAR,102.584
57,22.01.2018,VATAN,102.318
58,22.01.2018,FANATİK,98.539
59,22.01.2018,YENİ AKİT,53.635
60,22.01.2018,KORKUSUZ,53.461000000000006
61,22.01.2018,KARAR,52.506
62,22.01.2018,AYDINLIK,50.423
63,22.01.2018,YENİ ASIR,49.9
64,22.01.2018,CUMHURİYET,34.188
65,22.01.2018,DOĞRU HABER,30.414
66,29.01.2018,HÜRRİYET,315.163
67,29.01.2018,SABAH,306.411
68,29.01.2018,SÖZCÜ,258.29
69,29.01.2018,POSTA,241.23
70,29.01.2018,HABERTÜRK,205.578
71,29.01.2018,TÜRKİYE,135.558
72,29.01.2018,MİLLİYET,130.832
73,29.01.2018,P.FOTOMAÇ,128.377
74,29.01.2018,TAKVİM,117.238
75,29.01.2018,YENİ ŞAFAK,111.35600000000001
76,29.01.2018,GÜNEŞ,105.77
77,29.01.2018,AKŞAM,103.851
78,29.01.2018,STAR,102.477
79,29.01.2018,VATAN,102.37899999999999
80,29.01.2018,FANATİK,101.728
81,29.01.2018,KORKUSUZ,54.769
82,29.01.2018,YENİ AKİT,53.544
83,29.01.2018,KARAR,52.50899999999999
84,29.01.2018,AYDINLIK,50.443999999999996
85,29.01.2018,YENİ ASIR,50.055
86,29.01.2018,CUMHURİYET,34.247
87,29.01.2018,DOĞRU HABER,30.432
88,05.02.2018,HÜRRİYET,315.517
89,05.02.2018,SABAH,306.002
90,05.02.2018,SÖZCÜ,259.642
91,05.02.2018,POSTA,240.96099999999998
92,05.02.2018,HABERTÜRK,205.299
93,05.02.2018,TÜRKİYE,134.812
94,05.02.2018,MİLLİYET,130.10399999999998
95,05.02.2018,P.FOTOMAÇ,127.42399999999999
96,05.02.2018,TAKVİM,117.50200000000001
97,05.02.2018,YENİ ŞAFAK,111.258
98,05.02.2018,GÜNEŞ,106.324
99,05.02.2018,AKŞAM,103.65299999999999
100,05.02.2018,STAR,102.448
101,05.02.2018,VATAN,102.404
102,05.02.2018,FANATİK,101.074
103,05.02.2018,KORKUSUZ,55.606
104,05.02.2018,YENİ AKİT,53.528999999999996
105,05.02.2018,KARAR,52.479
106,05.02.2018,AYDINLIK,50.468999999999994
107,05.02.2018,YENİ ASIR,50.321999999999996
108,05.02.2018,CUMHURİYET,34.293
109,05.02.2018,DOĞRU HABER,30.305
110,12.02.2018,HÜRRİYET,314.161
111,12.02.2018,SABAH,307.061
112,12.02.2018,SÖZCÜ,259.812
113,12.02.2018,POSTA,242.421
114,12.02.2018,HABERTÜRK,205.907
115,12.02.2018,TÜRKİYE,135.186
116,12.02.2018,MİLLİYET,130.378
117,12.02.2018,P.FOTOMAÇ,130.314
118,12.02.2018,TAKVİM,118.32600000000001
119,12.02.2018,YENİ ŞAFAK,111.32600000000001
120,12.02.2018,GÜNEŞ,106.415
121,12.02.2018,AKŞAM,103.948
122,12.02.2018,VATAN,102.69
123,12.02.2018,FANATİK,102.486
124,12.02.2018,STAR,102.40700000000001
125,12.02.2018,KORKUSUZ,57.117
126,12.02.2018,YENİ AKİT,53.457
127,12.02.2018,KARAR,52.515
128,12.02.2018,YENİ ASIR,50.35
129,12.02.2018,AYDINLIK,50.309
130,12.02.2018,CUMHURİYET,34.354
131,12.02.2018,DOĞRU HABER,30.704
132,19.02.2018,HÜRRİYET,314.205
133,19.02.2018,SABAH,306.4
134,19.02.2018,SÖZCÜ,257.29900000000004
135,19.02.2018,POSTA,240.923
136,19.02.2018,HABERTÜRK,205.188
137,19.02.2018,TÜRKİYE,135.455
138,19.02.2018,MİLLİYET,129.969
139,19.02.2018,P.FOTOMAÇ,129.041
140,19.02.2018,TAKVİM,117.90100000000001
141,19.02.2018,YENİ ŞAFAK,111.40799999999999
142,19.02.2018,GÜNEŞ,105.26299999999999
143,19.02.2018,AKŞAM,103.65700000000001
144,19.02.2018,VATAN,102.488
145,19.02.2018,STAR,102.415
146,19.02.2018,FANATİK,101.251
147,19.02.2018,KORKUSUZ,57.292
148,19.02.2018,YENİ AKİT,53.297
149,19.02.2018,KARAR,52.498000000000005
150,19.02.2018,YENİ ASIR,50.483999999999995
151,19.02.2018,AYDINLIK,50.18
152,19.02.2018,CUMHURİYET,34.058
153,19.02.2018,DOĞRU HABER,30.399
154,26.02.2018,HÜRRİYET,315.72900000000004
155,26.02.2018,SABAH,306.67
156,26.02.2018,SÖZCÜ,257.774
157,26.02.2018,POSTA,239.403
158,26.02.2018,HABERTÜRK,205.505
159,26.02.2018,TÜRKİYE,135.099
160,26.02.2018,MİLLİYET,130.54399999999998
161,26.02.2018,P.FOTOMAÇ,129.248
162,26.02.2018,TAKVİM,116.61399999999999
163,26.02.2018,YENİ ŞAFAK,110.794
164,26.02.2018,GÜNEŞ,104.74799999999999
165,26.02.2018,AKŞAM,103.848
166,26.02.2018,FANATİK,102.601
167,26.02.2018,VATAN,102.51899999999999
168,26.02.2018,STAR,102.346
169,26.02.2018,KORKUSUZ,56.136
170,26.02.2018,YENİ AKİT,53.18
171,26.02.2018,KARAR,52.431000000000004
172,26.02.2018,AYDINLIK,51.113
173,26.02.2018,YENİ ASIR,50.512
174,26.02.2018,CUMHURİYET,34.058
175,26.02.2018,DOĞRU HABER,30.42
176,05.03.2018,HÜRRİYET,315.844
177,05.03.2018,SABAH,306.59
178,05.03.2018,SÖZCÜ,257.753
179,05.03.2018,POSTA,239.46200000000002
180,05.03.2018,HABERTÜRK,204.997
181,05.03.2018,TÜRKİYE,134.355
182,05.03.2018,MİLLİYET,130.47299999999998
183,05.03.2018,P.FOTOMAÇ,129.724
184,05.03.2018,TAKVİM,116.73
185,05.03.2018,YENİ ŞAFAK,110.884
186,05.03.2018,GÜNEŞ,105.27600000000001
187,05.03.2018,AKŞAM,103.61200000000001
188,05.03.2018,FANATİK,103.292
189,05.03.2018,VATAN,102.57700000000001
190,05.03.2018,STAR,102.166
191,05.03.2018,KORKUSUZ,56.745
192,05.03.2018,YENİ AKİT,52.925
193,05.03.2018,KARAR,52.415
194,05.03.2018,YENİ ASIR,50.381
195,05.03.2018,AYDINLIK,50.299
196,05.03.2018,CUMHURİYET,34.042
197,05.03.2018,DOĞRU HABER,30.198
198,12.03.2018,HÜRRİYET,317.468
199,12.03.2018,SABAH,306.32099999999997
200,12.03.2018,SÖZCÜ,258.056
201,12.03.2018,POSTA,240.233
202,12.03.2018,HABERTÜRK,205.021
203,12.03.2018,TÜRKİYE,134.727
204,12.03.2018,P.FOTOMAÇ,130.55200000000002
205,12.03.2018,MİLLİYET,130.47
206,12.03.2018,TAKVİM,116.402
207,12.03.2018,YENİ ŞAFAK,110.93799999999999
208,12.03.2018,FANATİK,106.632
209,12.03.2018,GÜNEŞ,105.146
210,12.03.2018,AKŞAM,104.07700000000001
211,12.03.2018,VATAN,102.634
212,12.03.2018,STAR,102.353
213,12.03.2018,KORKUSUZ,55.305
214,12.03.2018,YENİ AKİT,52.931000000000004
215,12.03.2018,KARAR,52.373999999999995
216,12.03.2018,YENİ ASIR,50.379
217,12.03.2018,AYDINLIK,50.233000000000004
218,12.03.2018,CUMHURİYET,33.825
219,12.03.2018,DOĞRU HABER,30.198
220,19.03.2018,HÜRRİYET,312.03700000000003
221,19.03.2018,SABAH,306.163
222,19.03.2018,SÖZCÜ,262.069
223,19.03.2018,POSTA,234.748
224,19.03.2018,HABERTÜRK,203.24099999999999
225,19.03.2018,TÜRKİYE,135.172
226,19.03.2018,MİLLİYET,130.023
227,19.03.2018,P.FOTOMAÇ,121.96
228,19.03.2018,TAKVİM,116.132
229,19.03.2018,YENİ ŞAFAK,111.42200000000001
230,19.03.2018,GÜNEŞ,105.111
231,19.03.2018,AKŞAM,103.68700000000001
232,19.03.2018,FANATİK,102.552
233,19.03.2018,VATAN,102.551
234,19.03.2018,STAR,102.36200000000001
235,19.03.2018,KORKUSUZ,55.604
236,19.03.2018,YENİ ASIR,54.242
237,19.03.2018,YENİ AKİT,53.104
238,19.03.2018,KARAR,52.335
239,19.03.2018,AYDINLIK,50.17
240,19.03.2018,CUMHURİYET,34.561
241,19.03.2018,DOĞRU HABER,30.105
242,26.03.2018,HÜRRİYET,307.178
243,26.03.2018,SABAH,306.558
244,26.03.2018,SÖZCÜ,267.70099999999996
245,26.03.2018,POSTA,230.889
246,26.03.2018,HABERTÜRK,204.13
247,26.03.2018,TÜRKİYE,135.195
248,26.03.2018,MİLLİYET,129.903
249,26.03.2018,P.FOTOMAÇ,125.56700000000001
250,26.03.2018,TAKVİM,116.50399999999999
251,26.03.2018,YENİ ŞAFAK,111.50200000000001
252,26.03.2018,GÜNEŞ,105.535
253,26.03.2018,AKŞAM,103.97200000000001
254,26.03.2018,FANATİK,103.22
255,26.03.2018,VATAN,102.654
256,26.03.2018,STAR,102.501
257,26.03.2018,KORKUSUZ,57.57
258,26.03.2018,YENİ AKİT,52.906000000000006
259,26.03.2018,KARAR,52.418
260,26.03.2018,AYDINLIK,51.568000000000005
261,26.03.2018,YENİ ASIR,50.303999999999995
262,26.03.2018,CUMHURİYET,35.759
263,26.03.2018,DOĞRU HABER,29.895
264,02.04.2018,SABAH,306.748
265,02.04.2018,HÜRRİYET,304.369
266,02.04.2018,SÖZCÜ,271.47900000000004
267,02.04.2018,POSTA,227.18200000000002
268,02.04.2018,HABERTÜRK,204.40400000000002
269,02.04.2018,TÜRKİYE,133.782
270,02.04.2018,MİLLİYET,129.55700000000002
271,02.04.2018,P.FOTOMAÇ,128.468
272,02.04.2018,TAKVİM,116.006
273,02.04.2018,YENİ ŞAFAK,111.11
274,02.04.2018,GÜNEŞ,105.23200000000001
275,02.04.2018,FANATİK,104.773
276,02.04.2018,AKŞAM,103.79899999999999
277,02.04.2018,VATAN,102.529
278,02.04.2018,STAR,102.45200000000001
279,02.04.2018,KORKUSUZ,57.382
280,02.04.2018,YENİ AKİT,52.99
281,02.04.2018,KARAR,52.416000000000004
282,02.04.2018,AYDINLIK,50.515
283,02.04.2018,YENİ ASIR,50.317
284,02.04.2018,CUMHURİYET,37.755
285,02.04.2018,DOĞRU HABER,28.596
286,09.04.2018,SABAH,309.453
287,09.04.2018,HÜRRİYET,303.31
288,09.04.2018,SÖZCÜ,271.378
289,09.04.2018,POSTA,224.199
290,09.04.2018,HABERTÜRK,205.043
291,09.04.2018,TÜRKİYE,133.89600000000002
292,09.04.2018,MİLLİYET,129.529
293,09.04.2018,P.FOTOMAÇ,127.609
294,09.04.2018,TAKVİM,115.249
295,09.04.2018,YENİ ŞAFAK,111.07700000000001
296,09.04.2018,GÜNEŞ,104.979
297,09.04.2018,AKŞAM,103.955
298,09.04.2018,VATAN,102.632
299,09.04.2018,STAR,102.40799999999999
300,09.04.2018,FANATİK,100.75299999999999
301,09.04.2018,KORKUSUZ,55.56399999999999
302,09.04.2018,YENİ AKİT,52.852
303,09.04.2018,KARAR,52.548
304,09.04.2018,AYDINLIK,50.605
305,09.04.2018,YENİ ASIR,50.321999999999996
306,09.04.2018,CUMHURİYET,37.348
307,09.04.2018,DOĞRU HABER,25.976999999999997
308,16.04.2018,SABAH,310.882
309,16.04.2018,HÜRRİYET,301.665
310,16.04.2018,SÖZCÜ,274.776
311,16.04.2018,POSTA,222.023
